Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.002,0.0072,0.6663,0.999,0.05,243.628,192.276,163.5,81.64584440149835,14.471921120523202,21.515430593050723
0.002,0.0072,0.6663,0.999,0.1833,244.852,197.829,173.33,83.29638257165426,13.264323894309927,18.601992722682393
0.002,0.0072,0.6663,0.999,0.3167,246.448,201.131,181.66,84.41599091700914,13.236286723362301,15.772231485716205
0.002,0.0072,0.6663,0.999,0.45,247.489,203.267,185.79,85.11576853126655,13.068788926657026,14.580259135881878
0.002,0.0072,0.999,0.001,0.05,237.338,188.843,169.12,80.32394351651521,14.615788097129712,16.589645400872467
0.002,0.0072,0.999,0.001,0.1833,240.179,193.328,178.64,81.88112762895165,14.595924486709933,13.72214786372783
0.002,0.0072,0.999,0.001,0.3167,241.046,196.933,183.84,82.94634443201336,13.741121243435629,12.466480170547811
0.002,0.0072,0.999,0.001,0.45,242.288,199.25,187.93,83.71273595249068,13.56037239988761,11.3900774217915
0.002,0.0072,0.999,0.5,0.05,239.61,190.558,165.0,80.87220968549634,14.035985189104816,19.587700814517707
0.002,0.0072,0.999,0.5,0.1833,241.572,195.133,175.66,82.38409327154241,13.759213169762141,16.039662486809124
0.002,0.0072,0.999,0.5,0.3167,242.737,199.114,180.98,83.56828920195485,12.822570772093533,14.890372097983828
0.002,0.0072,0.999,0.5,0.45,243.464,200.415,185.67,84.05232509067883,13.06129413512025,13.08790729350806
0.002,0.0072,0.999,0.999,0.05,242.79,192.257,162.64,81.54290198641391,14.05602590894256,21.81906088478045
0.002,0.0072,0.999,0.999,0.1833,243.779,196.603,173.62,82.90500513652552,13.542579429752399,17.88718649243002
0.002,0.0072,0.999,0.999,0.3167,244.977,200.151,180.17,84.0107333197988,13.002094335862468,15.96912098245722
0.002,0.0072,0.999,0.999,0.45,245.358,201.27,184.88,84.41718356802829,13.20102788695171,14.04993123265399
0.002,0.0149,0.001,0.001,0.05,225.663,168.069,156.58,73.90924769511638,19.615836131917696,14.211313176356665
0.002,0.0149,0.001,0.001,0.1833,229.484,177.532,172.0,76.90190810825374,18.078161953138718,10.098380444990674
0.002,0.0149,0.001,0.001,0.3167,233.99,185.225,181.16,79.39861440518041,16.951531599472492,8.76296188083976
0.002,0.0149,0.001,0.001,0.45,235.459,189.432,186.7,80.67994450271758,16.065170648592918,7.630624447211409
0.002,0.0149,0.001,0.5,0.05,230.659,171.071,148.39,74.97169736002412,18.895590244873194,20.23063225541013
0.002,0.0149,0.001,0.5,0.1833,233.903,178.781,167.06,77.53036294547258,18.388621152594876,13.728403309726357
0.002,0.0149,0.001,0.5,0.3167,236.865,186.175,176.16,79.79059424408044,16.803553957139783,12.053587877349624
0.002,0.0149,0.001,0.5,0.45,239.924,190.82,182.68,81.34545554473175,16.389778067910534,10.7961956796228
0.002,0.0149,0.001,0.999,0.05,236.991,173.002,145.21,76.03193327425026,19.94571077011581,23.50643781191677
0.002,0.0149,0.001,0.999,0.1833,240.226,180.969,162.86,78.59954628704276,19.06951754947295,17.58751905713103
0.002,0.0149,0.001,0.999,0.3167,243.453,188.236,172.76,80.8540934008285,17.713734223663625,15.472011060351853
0.002,0.0149,0.001,0.999,0.45,244.552,191.972,179.91,82.005142159818,17.108815026725345,13.278807092638289
0.002,0.0149,0.3337,0.001,0.05,224.623,167.989,156.8,73.7873997608683,19.292059687254557,13.90387557532713
0.002,0.0149,0.3337,0.001,0.1833,230.159,177.499,171.4,76.9472848885895,18.26330740870452,10.496927308811731
0.002,0.0149,0.3337,0.001,0.3167,232.161,184.04,178.99,78.8867863585498,16.595412762560713,9.176179683655427
0.002,0.0149,0.3337,0.001,0.45,235.147,188.002,185.33,80.27439368030994,16.509236509138436,7.780591902926504
0.002,0.0149,0.3337,0.5,0.05,229.925,170.453,148.57,74.75187321257974,18.96485444283241,19.814740054512136
0.002,0.0149,0.3337,0.5,0.1833,232.835,178.091,166.77,77.25207407757111,18.316214978668754,13.478494252240436
0.002,0.0149,0.3337,0.5,0.3167,235.885,185.658,175.68,79.5603243515914,16.64714531939049,11.973219124686318
